Sample_ID,HybSeq_ID
SRR8528397,SRR8528397
SRR8528398,SRR8528398
SRR8528399,SRR8528399
SRR8528400,SRR8528400
W2055,W2055
W4485,W4485
W4501,W4501
W4526,W4526
S0889,S0889
S0889,S0889-2
S1507,S1507
S1507,S1507-2
S1212,S1212-2
S1212,S1212-3
S2136,S2136
S2137,S2137
S2138,S2138
S2139,S2139
S2140,S2140
S2141,S2141
S2142,S2142
S2143,S2143
S2144,S2144
S2145,S2145
S2146,S2146
S2147,S2147
S2148,S2148
S2149,S2149
S2150,S2150
S2151,S2151
S2152,S2152
S2153,S2153
S2154,S2154
S2155,S2155
S2156,S2156
S2157,S2157
S2158,S2158
S2159,S2159
S2160,S2160
S2161,S2161
S2162,S2162
S2163,S2163
S2164,S2164
S2165,S2165
S2166,S2166
S2167,S2167
S2168,S2168
S2169,S2169
S2170,S2170
S2171,S2171
S2172,S2172
S2173,S2173
S2174,S2174
S2175,S2175
S2176,S2176
S2177,S2177
S2178,S2178
S2179,S2179
S2180,S2180
S2181,S2181
S2182,S2182
S2183,S2183
S2184,S2184
S2185,S2185
S2186,S2186
S2187,S2187
S2188,S2188
S2189,S2189
S2190,S2190
S2191,S2191
S2192,S2192
S2193,S2193
S2194,S2194
S2195,S2195
S2196,S2196
S2197,S2197
S2198,S2198
S2199,S2199
S2200,S2200
S2201,S2201
S2202,S2202
S2203,S2203
S2204,S2204
S2205,S2205
S2206,S2206
S2207,S2207
S2208,S2208
S2209,S2209
S2210,S2210
S2211,S2211
S2212,S2212
S2213,S2213
S2214,S2214
S2215,S2215
S2216,S2216
S2217,S2217
S2218,S2218
S2219,S2219
S2220,S2220
S2221,S2221
S2222,S2222
S2223,S2223
S2224,S2224
S2225,S2225
S2226,S2226
S2227,S2227
S2228,S2228
S2229,S2229
S2230,S2230
S2231,S2231
S2232,S2232
S2233,S2233
S2234,S2234
S2235,S2235
S2236,S2236
S2237,S2237
S2238,S2238
S2239,S2239
S2240,S2240
S2241,S2241
S2242,S2242
S2243,S2243
S2244,S2244
S2245,S2245
S2246,S2246
S2247,S2247
S2248,S2248
S2249,S2249
S2250,S2250
S2251,S2251
S2252,S2252
S2253,S2253
S2254,S2254
S2255,S2255
S2256,S2256
S2257,S2257
S2258,S2258
S2259,S2259
S2260,S2260
S2261,S2261
S2262,S2262
S2263,S2263
S2264,S2264
S2265,S2265
S2266,S2266
S2267,S2267
S2268,S2268
S2269,S2269
S2270,S2270
S2271,S2271
S2272,S2272
S2273,S2273
S2274,S2274
S2275,S2275
S2276,S2276
S2277,S2277
S2278,S2278
S2279,S2279
S2280,S2280
S2281,S2281
S2282,S2282
S2283,S2283
S2284,S2284
S2285,S2285
S2286,S2286
S2287,S2287
S2288,S2288
S2289,S2289
S2290,S2290
S2291,S2291
S2292,S2292
S2293,S2293
S2294,S2294
S2295,S2295
S2296,S2296
S2297,S2297
S2298,S2298
S2299,S2299
S2300,S2300
S2301,S2301
S2302,S2302
S2303,S2303
S2304,S2304
S2305,S2305
S2306,S2306
S2307,S2307
S2308,S2308
S2309,S2309
S2310,S2310
S2311,S2311
S2312,S2312
S2313,S2313
S2314,S2314
S2315,S2315
S2316,S2316
S2317,S2317
S2318,S2318
S2319,S2319
S2320,S2320
S2321,S2321
S2322,S2322
S2323,S2323
S2324,S2324
S2325,S2325
S2326,S2326
S2327,S2327
S2328,S2328
S2329,S2329
S2330,S2330
S2331,S2331
S2331,S2331-5
S2332,S2332
S2333,S2333
S2334,S2334
S2335,S2335
S2336,S2336
S2337,S2337
S2338,S2338
S2339,S2339
S2340,S2340
S2341,S2341
S2342,S2342
S2343,S2343
S2344,S2344
S2345,S2345
S2346,S2346
S2347,S2347
S2348,S2348
S2349,S2349
S2350,S2350
S2351,S2351
S2352,S2352
S2353,S2353
S2354,S2354
S2355,S2355
S2356,S2356
S2357,S2357
S2358,S2358
S2359,S2359
S2360,S2360
S2361,S2361
S2362,S2362
S2363,S2363
S2364,S2364
S2365,S2365
S2366,S2366
S2367,S2367
S2368,S2368
S2369,S2369
S2370,S2370
S2371,S2371
S2372,S2372
S2373,S2373
S2374,S2374
S2375,S2375
S2376,S2376
S2377,S2377
S2378,S2378
S2379,S2379
S2380,S2380
S2381,S2381
S2382,S2382
S2383,S2383
S2384,S2384
S2385,S2385
S2386,S2386
S2387,S2387
S2388,S2388
S2389,S2389
S2390,S2390
S2391,S2391
S2392,S2392
S2393,S2393
S2394,S2394
S2395,S2395
S2396,S2396
S2397,S2397
S2398,S2398
S2399,S2399
S2400,S2400
S2401,S2401
S2402,S2402
S2403,S2403
S2404,S2404
S2405,S2405
S2406,S2406
S2407,S2407
S2408,S2408
S2409,S2409
S2410,S2410
S2411,S2411
S2412,S2412
S2413,S2413
S2414,S2414
S2415,S2415
S2416,S2416
S2417,S2417
S2418,S2418
S2419,S2419
S2420,S2420
S2421,S2421
S2422,S2422
S2423,S2423
S2424,S2424
S2425,S2425
S2426,S2426
S2427,S2427
S2428,S2428
S2429,S2429
S2430,S2430
S2431,S2431
S2432,S2432
S2433,S2433
S2434,S2434
S2435,S2435
S2436,S2436
S2437,S2437
S2438,S2438
S2439,S2439
S2440,S2440
S2441,S2441
S2442,S2442
S2443,S2443
S2444,S2444
S2445,S2445
S2446,S2446
S2447,S2447
S2448,S2448
S2449,S2449
S2450,S2450
S2451,S2451
S2452,S2452
S2453,S2453
S2454,S2454
S2455,S2455
S2456,S2456
S2457,S2457
S2458,S2458
S2459,S2459
S2460,S2460
S2461,S2461
S2462,S2462
S2463,S2463
S2464,S2464
S2465,S2465
S2466,S2466
S2467,S2467
S2468,S2468
S2469,S2469
S2470,S2470
S2471,S2471
S2472,S2472
S2473,S2473
S2474,S2474
S2475,S2475
S2476,S2476
S2477,S2477
S2478,S2478
S2479,S2479
S2480,S2480
S2481,S2481
S2482,S2482
S2483,S2483
S2484,S2484
S2485,S2485
S2486,S2486
S2487,S2487
S2488,S2488
S2489,S2489
S2490,S2490
S2491,S2491
S2492,S2492
S2493,S2493
S2494,S2494
S2495,S2495
S2496,S2496
S2497,S2497
S2498,S2498
S2499,S2499
S2500,S2500
S2501,S2501
S2502,S2502
S2503,S2503
S2504,S2504
S2505,S2505
S2506,S2506
S2507,S2507
S2508,S2508
S2509,S2509
S2510,S2510
S2511,S2511
S2512,S2512
MW0567557,MW0567557
R0158.2,R0158.2
R0159.1,R0159.1
R0275,R0275_1
R0275,R0275_2
R0388,R0388
ESK21-356,ESK21-356
E_altaicum,E_altaicum
E_baimashanicum,E_baimashanicum
E_bouffordii,E_bouffordii
E_bulbiferum,E_bulbiferum
E_deltoideum,E_deltoideum
E_fontanum,E_fontanum
E_giganteum,E_giganteum
E_grandiflorum,E_grandiflorum
E_heterophyllum,E_heterophyllum
E_hookeri,E_hookeri
E_integrifolium,E_integrifolium
E_japonicum,E_japonicum
E_omeiensis,E_omeiensis
E_racemosum,E_racemosum
E_renifolium,E_renifolium
E_robustum,E_robustum
E_salsugineum,E_salsugineum
E_schulzii,E_schulzii
E_sherriffii,E_sherriffii
E_tianshanense,E_tianshanense
E_tibeticum,E_tibeticum
E_verticillatum,E_verticillatum
E_violifolium,E_violifolium
E_wuchengyii,E_wuchengyii
E_xingshanensis,E_xingshanensis
E_yungshunensis,E_yungshunensis
E_yunnanense,E_yunnanense
SRR10298323,SRR10298323
S2513,S2513
S2514,S2514
S2515,S2515
S2516,S2516
S2517,S2517
S2518,S2518
S2519,S2519
S2520,S2520
S2521,S2521
S2522,S2522
S2523,S2523
S2524,S2524
S2525,S2525
S2526,S2526
S2527,S2527
S2528,S2528
S2529,S2529
S2530,S2530
S2531,S2531
S2532,S2532
S2533,S2533
S2534,S2534
S2535,S2535
S2536,S2536
S2537,S2537
S2538,S2538
S2539,S2539
S2540,S2540
S2541,S2541
S2542,S2542
S2543,S2543
S2544,S2544
S2545,S2545
S2546,S2546
S2547,S2547
S2548,S2548
S2549,S2549
S2550,S2550
S2551,S2551
S2552,S2552
S2553,S2553
S2554,S2554
S2555,S2555
S2556,S2556
S2557,S2557
S2558,S2558
S2559,S2559
S2560,S2560
S2561,S2561
S2562,S2562
S2563,S2563
S2564,S2564
S2565,S2565
S2566,S2566
S2567,S2567
S2568,S2568
S2569,S2569
S2570,S2570
S2571,S2571
S2572,S2572
S2573,S2573
S2574,S2574
S2575,S2575
S2576,S2576
S2577,S2577
S2578,S2578
S2579,S2579
S2580,S2580
S2581,S2581
S2582,S2582
S2583,S2583
S2584,S2584
S2585,S2585
S2586,S2586
S2587,S2587
S2588,S2588
S2589,S2589
S2590,S2590
S2591,S2591
S2592,S2592
S2593,S2593
S2594,S2594
S2595,S2595
S2596,S2596
S2597,S2597
S2598,S2598
S2599,S2599
S2600,S2600
S2601,S2601
S2602,S2602
S2603,S2603
S2604,S2604
S2605,S2605
S2606,S2606
S2607,S2607
S2613,S2613
S2615,S2615
S2608,S2608
S2609,S2609
S2610,S2610
S2611,S2611
S2612,S2612
S2614,S2614
S2616,S2616
S2617,S2617
S2618,S2618
S2619,S2619
S2625,S2625
S2629,S2629
S2620,S2620
S2621,S2621
S2622,S2622
S2623,S2623
S2624,S2624
S2626,S2626
S2627,S2627
S2628,S2628
S2630,S2630
S2631,S2631
S2632,S2632
S2633,S2633
S2634,S2634
S2635,S2635
S2636,S2636
S2637,S2637
S2638,S2638
S2639,S2639
S2640,S2640
S2641,S2641
S2642,S2642
S2643,S2643
S2644,S2644
S2645,S2645
S2646,S2646
S2647,S2647
S2648,S2648
S2649,S2649
S2650,S2650
S2651,S2651
S2652,S2652
S2653,S2653
S2654,S2654
S2655,S2655
S2656,S2656
S2657,S2657
S2658,S2658
S2659,S2659
S2660,S2660
S2661,S2661
S2662,S2662
S2663,S2663
S2664,S2664
S2665,S2665
S2666,S2666
S2667,S2667
S2668,S2668
S2669,S2669
S2670,S2670
S2671,S2671
S2672,S2672
S2673,S2673
S2674,S2674
S2675,S2675
S2676,S2676
S2677,S2677
S2678,S2678
S2679,S2679
S2680,S2680
S2681,S2681
S2682,S2682
S2683,S2683
S2684,S2684
S2685,S2685
S2686,S2686
S2687,S2687
S2688,S2688
S2689,S2689
S2690,S2690
S2691,S2691
S2692,S2692
S2693,S2693
S2694,S2694
S2695,S2695
S2696,S2696
S2697,S2697
S2698,S2698
S2699,S2699
S2700,S2700
S2701,S2701
S2702,S2702
S2703,S2703
S2704,S2704
S2705,S2705
S2706,S2706
S2707,S2707
S2708,S2708
S2709,S2709
S2710,S2710
S2711,S2711
S2712,S2712
S2713,S2713
S2714,S2714
S2715,S2715
S2716,S2716
S2717,S2717
S2718,S2718
S2719,S2719
S2720,S2720
S2721,S2721
S2722,S2722
S2723,S2723
S2724,S2724
S2725,S2725
S2726,S2726
S2727,S2727
S2728,S2728
S2729,S2729
S2730,S2730
S2731,S2731
S2732,S2732
S2733,S2733
S2734,S2734
S2735,S2735
S2736,S2736
S2737,S2737
S2738,S2738
S2739,S2739
S2740,S2740
S2741,S2741
S2742,S2742
S2743,S2743
S2744,S2744
S2745,S2745
S2746,S2746
S2747,S2747
S2748,S2748
S2749,S2749
S2750,S2750
S2751,S2751
S2752,S2752
S2753,S2753
S2754,S2754
S2755,S2755
S2756,S2756
S2757,S2757
S2758,S2758
S2759,S2759
S2760,S2760
S2761,S2761
S2762,S2762
S2763,S2763
S2764,S2764
S2765,S2765
S2766,S2766
S2767,S2767
S2768,S2768
S2769,S2769
S2770,S2770
S2771,S2771
S2772,S2772
S2773,S2773
S2774,S2774
S2775,S2775
S2776,S2776
S2777,S2777
S2778,S2778
S2779,S2779
S2780,S2780
S2781,S2781
S2782,S2782
S2783,S2783
S2784,S2784
S2785,S2785
S2786,S2786
S2787,S2787
S2788,S2788
S2789,S2789
S2790,S2790
S2791,S2791
S2792,S2792
S2793,S2793
S2794,S2794
S2795,S2795
S2796,S2796
S2797,S2797
S2798,S2798
S2799,S2799
S2800,S2800
S2801,S2801
S2802,S2802
S2803,S2803
S2804,S2804
S2805,S2805
S2806,S2806
S2807,S2807
S2808,S2808
S2809,S2809
S2810,S2810
S2811,S2811
S2812,S2812
S2813,S2813
S2814,S2814
S2815,S2815
S2816,S2816
S2817,S2817
S2818,S2818
S2819,S2819
S2820,S2820
S2821,S2821
S2822,S2822
S2823,S2823
S2824,S2824
S2825,S2825
S2826,S2826
S2827,S2827
S2828,S2828
S2829,S2829
S2830,S2830
S2831,S2831
S2832,S2832
S2833,S2833
S2834,S2834
S2835,S2835
S2836,S2836
S2837,S2837
S2838,S2838
S2839,S2839
S2840,S2840
S2841,S2841
S2842,S2842
S2843,S2843
S2844,S2844
S2850,S2850
S2845,S2845
S2846,S2846
S2847,S2847
S2848,S2848
S2849,S2849
S2851,S2851
S2852,S2852
S2853,S2853
S2854,S2854
S2855,S2855
S2856,S2856
S2857,S2857
S2858,S2858
S2859,S2859
S2860,S2860
S2861,S2861
S2862,S2862
S2863,S2863
S2864,S2864
S2865,S2865
S2866,S2866
S2867,S2867
S2868,S2868
S2869,S2869
S2870,S2870
S2871,S2871
S2872,S2872
S2873,S2873
S2874,S2874
S2875,S2875
S2876,S2876
S2877,S2877
S2878,S2878
S2879,S2879
S2880,S2880
S2881,S2881
S2882,S2882
S0449,S0449-5
S1463,S1463
S1463,S1463-5
S1472,S1472
S1472,S1472-3
S1472,S1472-5
S1965,S1965-5
S2893,S2893
S2894,S2894
S2895,S2895
S2896,S2896
S2897,S2897
S2898,S2898
S2899,S2899
S2900,S2900
S2901,S2901
S2902,S2902
S2903,S2903
S2904,S2904
S2905,S2905
S2906,S2906
S2907,S2907
S2908,S2908
S2909,S2909
S2910,S2910
S2911,S2911
S2912,S2912
S2913,S2913
S2914,S2914
S2915,S2915
S2916,S2916
S2917,S2917
S2918,S2918
S2919,S2919
S2920,S2920
S2921,S2921
S2922,S2922
S2923,S2923
S2924,S2924
S2925,S2925
S2926,S2926
S2927,S2927
S2928,S2928
S2929,S2929
S2930,S2930
S2931,S2931
S2932,S2932
S2933,S2933
S2934,S2934
S2935,S2935
S2936,S2936
S2937,S2937
S2938,S2938
S2939,S2939
S2940,S2940
S2941,S2941
S2942,S2942
S2943,S2943
S2944,S2944
S2945,S2945
S2946,S2946
S2947,S2947
S2948,S2948
S2949,S2949
S2950,S2950
S2951,S2951
S2952,S2952
S2953,S2953
S2954,S2954
S2955,S2955
S2956,S2956
S2957,S2957
S2958,S2958
S2959,S2959
S2960,S2960
S2961,S2961
S2962,S2962
S2963,S2963
S2964,S2964
S2965,S2965
S2966,S2966
S2967,S2967
S2968,S2968
S2969,S2969
S2970,S2970
S2971,S2971
S2972,S2972
S2973,S2973
S2974,S2974
S2975,S2975
S2976,S2976
S2977,S2977
S2978,S2978
S2979,S2979
S2980,S2980
S2981,S2981
S2982,S2982
S2983,S2983
S2984,S2984
S2985,S2985
S2986,S2986
S2987,S2987
S2988,S2988
S2989,S2989
S2990,S2990
S2991,S2991
S2992,S2992
S2993,S2993
S2994,S2994
S2995,S2995
S2996,S2996
S2997,S2997
S2998,S2998
S2999,S2999
S3000,S3000
S3001,S3001
S3002,S3002
S3003,S3003
S3004,S3004
S3005,S3005
S3006,S3006
S3007,S3007
S3008,S3008
S3009,S3009
S3010,S3010
S3011,S3011
S3012,S3012
S3013,S3013
S3014,S3014
S3015,S3015
S3016,S3016
S3017,S3017
S3018,S3018
S3019,S3019
S3020,S3020
S3021,S3021
S3022,S3022
S3023,S3023
S3024,S3024
S3025,S3025
S3026,S3026
S3027,S3027
S3028,S3028
S3029,S3029
S3030,S3030
S3031,S3031
S3032,S3032
S3033,S3033
S3034,S3034
S3035,S3035
S3036,S3036
S3037,S3037
S3038,S3038
S3039,S3039
S3040,S3040
S3041,S3041
S3042,S3042
S3043,S3043
S3044,S3044
S3045,S3045
S3046,S3046
S3047,S3047
S3048,S3048
S3049,S3049
S3050,S3050
S3051,S3051
S3052,S3052
S3053,S3053
S3054,S3054
S3055,S3055
S3056,S3056
S3057,S3057
S3058,S3058
S3059,S3059
S3060,S3060
S3061,S3061
S3062,S3062
S3063,S3063
S3064,S3064
S3065,S3065
S3066,S3066
S3067,S3067
S3068,S3068
S3069,S3069
S3070,S3070
S3071,S3071
S3072,S3072
S3073,S3073
S3074,S3074
S3075,S3075
S3076,S3076
S3077,S3077
S3078,S3078
S3079,S3079
S3080,S3080
S3081,S3081
S3082,S3082
S3083,S3083
S3084,S3084
S3085,S3085
S3086,S3086
S3087,S3087
S3088,S3088
S3089,S3089
S3090,S3090
S3091,S3091
S3092,S3092
S3093,S3093
S3094,S3094
S3095,S3095
S3096,S3096
S3097,S3097
S3098,S3098
S3099,S3099
S3100,S3100
S3101,S3101
S3102,S3102
S3103,S3103
S3104,S3104
S3105,S3105
S3106,S3106
S3107,S3107
S3108,S3108
S3109,S3109
S3110,S3110
S3111,S3111
S3112,S3112
S3113,S3113
S3114,S3114
S3115,S3115
S3116,S3116
S3117,S3117
S3118,S3118
S3119,S3119
S3120,S3120
S3121,S3121
S3122,S3122
S3123,S3123
S3124,S3124
S3125,S3125
S3126,S3126
S3127,S3127
S3128,S3128
S3129,S3129
S3130,S3130
S3131,S3131
S3132,S3132
S3133,S3133
S3134,S3134
S3135,S3135
S3136,S3136
S3137,S3137
S3138,S3138
S3139,S3139
S3140,S3140
S3141,S3141
S3142,S3142
S3143,S3143
S3144,S3144
S3145,S3145
S3146,S3146
S3147,S3147
S3148,S3148
S3149,S3149
S3150,S3150
S3151,S3151
S3152,S3152
S3153,S3153
S3154,S3154
S3155,S3155
S3156,S3156
S3157,S3157
S3158,S3158
S3159,S3159
S3160,S3160
S3161,S3161
S3162,S3162
S3163,S3163
S3164,S3164
S3165,S3165
S3166,S3166
S3167,S3167
S3168,S3168
S3169,S3169
S3170,S3170
S3171,S3171
S3172,S3172
S3173,S3173
S3174,S3174
S3175,S3175
S3176,S3176
S3177,S3177
S3178,S3178
S3179,S3179
S3180,S3180
S3181,S3181
S3182,S3182
S3183,S3183
S3184,S3184
S3185,S3185
S3186,S3186
S3187,S3187
S3188,S3188
S3189,S3189
S3190,S3190
S3191,S3191
S3192,S3192
S3193,S3193
S3194,S3194
S3195,S3195
S3196,S3196
S3197,S3197
S3198,S3198
S3199,S3199
S3200,S3200
S3201,S3201
S3202,S3202
S3203,S3203
S3204,S3204
S3205,S3205
S3206,S3206
S3207,S3207
S3208,S3208
S3209,S3209
S3210,S3210
S3211,S3211
S3212,S3212
S3213,S3213
S3214,S3214
S3215,S3215
S3216,S3216
S3217,S3217
S3218,S3218
S3219,S3219
S3220,S3220
S3221,S3221
S3222,S3222
S3223,S3223
S3224,S3224
S3225,S3225
S3226,S3226
S3227,S3227
S3228,S3228
S3229,S3229
S3230,S3230
S3231,S3231
S3232,S3232
S3233,S3233
S3234,S3234
S3235,S3235
S3236,S3236
S3237,S3237
S3238,S3238
S3239,S3239
S3240,S3240
S3241,S3241
S3242,S3242
S3243,S3243
S3244,S3244
S3245,S3245
S3246,S3246
S3247,S3247
S3248,S3248
S3249,S3249
S3250,S3250
S3251,S3251
S3252,S3252
S3253,S3253
S3254,S3254
S3255,S3255
S3256,S3256
S3257,S3257
S3258,S3258
S3259,S3259
S3260,S3260
S3261,S3261
S3262,S3262
S3263,S3263
S3264,S3264
S3265,S3265
S3266,S3266
S3267,S3267
S3268,S3268
S3269,S3269
S3270,S3270
S3271,S3271
S3272,S3272
