SAMPLE	SPECIES_NAME_PRINT	FAMILY	TRIBE	SUPERTRIBE	GENUS	Type_status	loci_remaining
S1945	Aethionema erzincanum	Brassicaceae	Aethionemeae		Aethionema		1154
S1154	Aethionema eunomioides	Brassicaceae	Aethionemeae		Aethionema		1162
SRR4417639	Aethionema eunomioides	Brassicaceae	Aethionemeae		Aethionema		395
SRR4417640	Aethionema fimbriatum	Brassicaceae	Aethionemeae		Aethionema		1092
S1292	Aethionema fimbriatum	Brassicaceae	Aethionemeae		Aethionema		1169
S0863	Aethionema froedinii	Brassicaceae	Aethionemeae		Aethionema		1201
SRR4417641	Aethionema froedinii	Brassicaceae	Aethionemeae		Aethionema		1104
SRR14574152	Aethionema grandiflorum	Brassicaceae	Aethionemeae		Aethionema		974
SRR4417643	Aethionema grandiflorum	Brassicaceae	Aethionemeae		Aethionema		1196
S0777	Aethionema grandiflorum	Brassicaceae	Aethionemeae		Aethionema		1148
SRR4417644	Aethionema heterocarpum	Brassicaceae	Aethionemeae		Aethionema		718
S1231	Aethionema heterocarpum	Brassicaceae	Aethionemeae		Aethionema		1189
S1284	Aethionema huber-morathii	Brassicaceae	Aethionemeae		Aethionema		1200
SRR4417646	Aethionema huber-morathii	Brassicaceae	Aethionemeae		Aethionema		110
S1947	Aethionema karamanicum	Brassicaceae	Aethionemeae		Aethionema		257
SRR4417648	Aethionema karamanicum	Brassicaceae	Aethionemeae		Aethionema		218
S0348	Aethionema kopetdaghi	Brassicaceae	Aethionemeae		Aethionema	Topotype	856
S0349	Aethionema lepidioides	Brassicaceae	Aethionemeae		Aethionema		1124
SRR4417649	Aethionema lepidioides	Brassicaceae	Aethionemeae		Aethionema		1187
S1155	Aethionema lycium	Brassicaceae	Aethionemeae		Aethionema		1183
SRR4417650	Aethionema lycium	Brassicaceae	Aethionemeae		Aethionema		125
S1100	Aethionema maraschicum	Brassicaceae	Aethionemeae		Aethionema	Isotype	1167
S1297	Aethionema membranaceum	Brassicaceae	Aethionemeae		Aethionema		1201
SRR4417651	Aethionema membranaceum	Brassicaceae	Aethionemeae		Aethionema		86
S1180	Aethionema munzurense	Brassicaceae	Aethionemeae		Aethionema	Holotype	1187
SRR4417652	Aethionema munzurense	Brassicaceae	Aethionemeae		Aethionema		116
S1261	Aethionema orbiculatum	Brassicaceae	Aethionemeae		Aethionema		1141
SRR4417654	Aethionema orbiculatum	Brassicaceae	Aethionemeae		Aethionema		109
SRR4417655	Aethionema retsina	Brassicaceae	Aethionemeae		Aethionema		121
S0302	Aethionema retsina	Brassicaceae	Aethionemeae		Aethionema		
S1669	Aethionema rhodopaeum	Brassicaceae	Aethionemeae		Aethionema		1200
S1670	Aethionema rhodopaeum	Brassicaceae	Aethionemeae		Aethionema		1203
SRR4417657	Aethionema rhodopaeum	Brassicaceae	Aethionemeae		Aethionema		110
S3552	Aethionema sabzevaricum	Brassicaceae	Aethionemeae		Aethionema		1199
S3528	Aethionema saxatile	Brassicaceae	Aethionemeae		Aethionema		548
SRR4417659	Aethionema saxatile	Brassicaceae	Aethionemeae		Aethionema		1009
S0735	Aethionema saxatile	Brassicaceae	Aethionemeae		Aethionema		1071
ERR2990302	Aethionema saxatile	Brassicaceae	Aethionemeae		Aethionema		109
S1142	Aethionema schistosum	Brassicaceae	Aethionemeae		Aethionema		1196
SRR4417660	Aethionema schistosum	Brassicaceae	Aethionemeae		Aethionema		156
S1179	Aethionema semnanensis	Brassicaceae	Aethionemeae		Aethionema		1190
SRR4417661	Aethionema semnanensis	Brassicaceae	Aethionemeae		Aethionema		111
S0874	Aethionema sintenisii	Brassicaceae	Aethionemeae		Aethionema		1146
S1138	Aethionema speciosum	Brassicaceae	Aethionemeae		Aethionema		1202
S1299	Aethionema spicatum	Brassicaceae	Aethionemeae		Aethionema		1202
SRR4417663	Aethionema spicatum	Brassicaceae	Aethionemeae		Aethionema		109
S0401	Aethionema spinosum	Brassicaceae	Aethionemeae		Aethionema		1101
SRR4417665	Aethionema spinosum	Brassicaceae	Aethionemeae		Aethionema		127
SRR4417664	Aethionema spinosum	Brassicaceae	Aethionemeae		Aethionema		1162
S1223	Aethionema stenopterum	Brassicaceae	Aethionemeae		Aethionema		1177
SRR4417668	Aethionema stylosum	Brassicaceae	Aethionemeae		Aethionema		781
S1145	Aethionema stylosum	Brassicaceae	Aethionemeae		Aethionema		1197
S0350	Aethionema subulatum	Brassicaceae	Aethionemeae		Aethionema		1092
SRR4417669	Aethionema subulatum	Brassicaceae	Aethionemeae		Aethionema		1121
S1300	Aethionema syriacum	Brassicaceae	Aethionemeae		Aethionema		1138
SRR4417670	Aethionema syriacum	Brassicaceae	Aethionemeae		Aethionema		73
SRR4417672	Aethionema thesiifolium	Brassicaceae	Aethionemeae		Aethionema		435
S1349	Aethionema thesiifolium	Brassicaceae	Aethionemeae		Aethionema		1193
SRR4417673	Aethionema thomasianum	Brassicaceae	Aethionemeae		Aethionema		152
S1345	Aethionema thomasianum	Brassicaceae	Aethionemeae		Aethionema		1194
S0351	Aethionema transhyrcanum	Brassicaceae	Aethionemeae		Aethionema		1062
SRR4417674	Aethionema transhyrcanum	Brassicaceae	Aethionemeae		Aethionema		19
S1137	Aethionema turcicum	Brassicaceae	Aethionemeae		Aethionema		1174
SRR4417676	Aethionema turcicum	Brassicaceae	Aethionemeae		Aethionema		108
SRR4417677	Aethionema turcicum	Brassicaceae	Aethionemeae		Aethionema		91
SRR4417679	Aethionema umbellatum	Brassicaceae	Aethionemeae		Aethionema		1154
S3556	Aethionema umbellatum	Brassicaceae	Aethionemeae		Aethionema		1204
S0352	Aethionema virgatum	Brassicaceae	Aethionemeae		Aethionema		1061
SRR4417671	Aethionema virgatum	Brassicaceae	Aethionemeae		Aethionema		112
SRR4417638	Aethionema virgatum	Brassicaceae	Aethionemeae		Aethionema		125
SRR4417680	Aethionema virgatum	Brassicaceae	Aethionemeae		Aethionema		
S1302	Aethionema zagricum	Brassicaceae	Aethionemeae		Aethionema		1071
S1093	Aimara rollinsii	Brassicaceae	Cremolobeae	Heliophilodae (V)	Aimara		1216
S1487	Aimara rollinsii	Brassicaceae	Cremolobeae	Heliophilodae (V)	Aimara		
S1385	Akania bidwillii	Akaniaceae			Akania		498
HYZL	Akania bidwillii	Akaniaceae			Akania		
SRR13765007	Alliaria petiolata	Brassicaceae	Thlaspideae	Brassicodae (II)	Alliaria		1046
S0649	Alliaria petiolata	Brassicaceae	Thlaspideae	Brassicodae (II)	Alliaria		639
SRR13765009	Alliaria petiolata	Brassicaceae	Thlaspideae	Brassicodae (II)	Alliaria		1219
SRR13765008	Alliaria petiolata	Brassicaceae	Thlaspideae	Brassicodae (II)	Alliaria		1220
SRR13765010	Alliaria petiolata	Brassicaceae	Thlaspideae	Brassicodae (II)	Alliaria		1222
S1419	Alliaria petiolata	Brassicaceae	Thlaspideae	Brassicodae (II)	Alliaria		1213
S0736	Alliaria petiolata	Brassicaceae	Thlaspideae	Brassicodae (II)	Alliaria		
ERR5554711	Alliaria petiolata	Brassicaceae	Thlaspideae	Brassicodae (II)	Alliaria		86
S4020	Alliaria taurica	Brassicaceae	Thlaspideae	Brassicodae (II)	Alliaria		1209
S4214	Alliaria taurica	Brassicaceae	Thlaspideae	Brassicodae (II)	Alliaria		1195
S1045	Alshehbazia friesii	Brassicaceae	Eudemeae	Heliophilodae (V)	Alshehbazia		1216
S1090	Alshehbazia hauthalii	Brassicaceae	Eudemeae	Heliophilodae (V)	Alshehbazia		1209
S1478	Alshehbazia hauthalii	Brassicaceae	Eudemeae	Heliophilodae (V)	Alshehbazia		
S3896	Alshehbazia werdermannii	Brassicaceae	Eudemeae	Heliophilodae (V)	Alshehbazia		1183
S0303	Alyssoides utriculata	Brassicaceae	Alysseae	Arabodae (IV)	Alyssoides		1139
ERR2990211	Alyssoides utriculata	Brassicaceae	Alysseae	Arabodae (IV)	Alyssoides		111
SRR8528392	Alyssopsis mollis	Brassicaceae	Alyssopsideae	Camelinodae (I)	Alyssopsis		880
S1460	Alyssopsis mollis	Brassicaceae	Alyssopsideae	Camelinodae (I)	Alyssopsis		1222
S2620	Alyssopsis trinervis	Brassicaceae	Alyssopsideae	Camelinodae (I)	Alyssopsis		1223
S0631	Alyssum aizoides	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1088
S1594	Alyssum alyssoides	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1131
S0304	Alyssum alyssoides	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		
ERR2990215	Alyssum alyssoides	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		106
S4587	Alyssum andinum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		994
S4215	Alyssum andinum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		89
S3787	Alyssum argyrophyllum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		951
S0632	Alyssum armenum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1089
S1355	Alyssum artwinense	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		912
S4217	Alyssum artwinense	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1062
S1909	Alyssum atlanticum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		970
S1150	Alyssum aurantiacum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1111
S1910	Alyssum austrodalmaticum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1150
S0523	Alyssum bornmuelleri	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1038
S1911	Alyssum bosniacum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1177
S1172	Alyssum bulbotrichum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1109
S0524	Alyssum bulbotrichum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		
S1295	Alyssum caespitosum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1118
S4219	Alyssum calycocarpum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1099
S0525	Alyssum calycocarpum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		
S1912	Alyssum cognense	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1100
S0530	Alyssum contemptum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		60
S1346	Alyssum corningii	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		868
S0855	Alyssum flexicaule	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1101
S4221	Alyssum dagestanicum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1136
S3765	Alyssum damascenum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1091
S0813	Alyssum dasycarpum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1175
S1913	Alyssum diffusum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1048
S0856	Alyssum diffusum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		
S2560	Alyssum doerfleri	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1084
S1147	Alyssum erosulum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1198
S1914	Alyssum fastigiatum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1046
S0528	Alyssum fastigiatum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		
S1597	Alyssum foliosum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1123
S3795	Alyssum fulvescens	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		784
S3907	Alyssum fulvescens	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1137
S1595	Alyssum gmelinii	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1082
S1915	Alyssum gmelinii	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1097
SRR20724251	Alyssum gmelinii	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		111
RB55	Alyssum granatense	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1187
RB682	Alyssum alyssoides	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1185
S1916	Alyssum handelii	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1064
S1347	Alyssum handelii	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1196
S1348	Alyssum harputicum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1166
S1152	Alyssum hirsutum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1151
S4173	Alyssum idaeum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1009
S3351	Alyssum iljinskajae	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		924
S3394	Alyssum iljinskajae	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum	Holotype?	1097
S1343	Alyssum iranicum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1030
S0639	Alyssum lanceolatum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1079
S1120	Alyssum lassiticum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum	Isotype	1139
S0353	Alyssum lenense	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		738
S3391	Alyssum lenense	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		928
S1567	Alyssum lenense	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		
S0638	Alyssum lepidotum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1055
S0637	Alyssum lycaonicum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1071
S1604	Alyssum macrocalyx	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1102
S4354	Alyssum minutum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1096
S3910	Alyssum minutum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1163
S0653	Alyssum minutum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		
S1598	Alyssum minutum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		
S1917	Alyssum moellendorfianum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1035
S1918	Alyssum montanum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1038
S1592	Alyssum montanum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1187
S0740	Alyssum gmelinii	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1132
S0990	Alyssum montanum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		
ERR2990325	Alyssum montanum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		105
S1919	Alyssum montenegrinum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1076
S1135	Alyssum mouradicum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1140
S1514	Alyssum muelleri	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		440
S0636	Alyssum muelleri	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		62
S1605	Alyssum muelleri	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		41
S1146	Alyssum niveum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1083
S1112	Alyssum orophilum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1087
S4235	Alyssum oschtenicum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		908
S1344	Alyssum paphlagonicum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1072
S2468	Alyssum persicum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		967
S1356	Alyssum persicum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		
S1920	Alyssum pirinicum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1166
S1156	Alyssum praecox	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		974
S1175	Alyssum propinquum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1164
S4143	Alyssum pseudomouradicum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1115
S0857	Alyssum pseudomouradicum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		828
S3670	Alyssum pulvinare	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1068
S1921	Alyssum reiseri	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1106
S1906	Alyssum repens	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		206
S1296	Alyssum spruneri	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1131
S1907	Alyssum rostratum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1100
S3913	Alyssum scutigerum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1143
RB56	Alyssum simplex	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1149
S1591	Alyssum simplex	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1177
RB668	Alyssum simplex	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1182
S0589	Alyssum simplex	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		
S3499	Alyssum simulans	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1074
S3783	Alyssum smyrnaeum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1147
S1908	Alyssum spruneri	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1103
S4424	Alyssum stapfii	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1158
S3672	Alyssum stapfii	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		31
S1596	Alyssum stenostachyum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1157
S0634	Alyssum strictum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1022
S1593	Alyssum strigosum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1158
S1178	Alyssum sulphureum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1148
S0635	Alyssum szovitsianum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1101
S1262	Alyssum taygeteum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum	Type	1132
S1139	Alyssum tetrastemon	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1195
S4495	Alyssum thymops	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1053
S1602	Alyssum thymops	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		59
S4146	Alyssum trichocarpum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1123
S4237	Alyssum trichostachyum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		988
S1603	Alyssum trichostachyum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		
S4011	Alyssum turkestanicum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1178
S4009	Alyssum turkestanicum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1178
S0940	Alyssum turkestanicum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1122
S3674	Alyssum umbellatum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1171
S1903	Alyssum vernale	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1105
S1905	Alyssum wierzbickii	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1115
S0985	Alyssum wulfenianum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1093
S1904	Alyssum wulfenianum subsp. ovirense	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1121
S4057	Alyssum xanthocarpum	Brassicaceae	Alysseae	Arabodae (IV)	Alyssum		1060
S0305	Ammosperma cinereum	Brassicaceae	Brassiceae	Brassicodae (II)	Ammosperma		883
S3292	Ammosperma variabile	Brassicaceae	Brassiceae	Brassicodae (II)	Ammosperma		1188
ERR2560077	Anastatica hierochuntica	Brassicaceae	Anastaticeae	Heliophilodae (V)	Anastatica		112
ERR2560079	Anastatica hierochuntica	Brassicaceae	Anastaticeae	Heliophilodae (V)	Anastatica		113
S0450	Anastatica hierochuntica	Brassicaceae	Anastaticeae	Heliophilodae (V)	Anastatica		1125
ERR2560076	Anastatica hierochuntica	Brassicaceae	Anastaticeae	Heliophilodae (V)	Anastatica		112
ERR2560074	Anastatica hierochuntica	Brassicaceae	Anastaticeae	Heliophilodae (V)	Anastatica		111
ERR2560075	Anastatica hierochuntica	Brassicaceae	Anastaticeae	Heliophilodae (V)	Anastatica		111
ERR2560078	Anastatica hierochuntica	Brassicaceae	Anastaticeae	Heliophilodae (V)	Anastatica		111
ERR2560080	Anastatica hierochuntica	Brassicaceae	Anastaticeae	Heliophilodae (V)	Anastatica		111
S3912	Ancashia alpaminae	Brassicaceae	Eudemeae	Heliophilodae (V)	Ancashia		391
S1805	Ancashia alpaminae	Brassicaceae	Eudemeae	Heliophilodae (V)	Ancashia		1130
S2939	Ancashia gamosepala	Brassicaceae	Eudemeae	Heliophilodae (V)	Ancashia	Holotype	1121
S1804	Ancashia polysperma	Brassicaceae	Eudemeae	Heliophilodae (V)	Ancashia		1030
S1067	Ancashia polysperma	Brassicaceae	Eudemeae	Heliophilodae (V)	Ancashia		
S2968	Ancashia smithii	Brassicaceae	Eudemeae	Heliophilodae (V)	Ancashia		1075
SRR28153816	Andinocleome anomala	Cleomaceae			Cleome		268
SRR28153815	Andinocleome anomala	Cleomaceae			Cleome		240
SRR28153814	Andinocleome anomala	Cleomaceae			Cleome		202
SRR28153907	Andinocleome anomala	Cleomaceae			Cleome		210
SRR28153909	Andinocleome anomala	Cleomaceae			Cleome		199
SRR28153821	Andinocleome anomala	Cleomaceae			Cleome		189
SRR28153822	Andinocleome anomala	Cleomaceae			Cleome		159
SRR28153812	Andinocleome anomala	Cleomaceae			Cleome		145
SRR28153910	Andinocleome anomala	Cleomaceae			Cleome		133
SRR28153819	Andinocleome anomala	Cleomaceae			Cleome		126
SRR28153911	Andinocleome anomala	Cleomaceae			Cleome		135
SRR28153818	Andinocleome anomala	Cleomaceae			Cleome		102
SRR28153813	Andinocleome anomala	Cleomaceae			Cleome		71
SRR28153817	Andinocleome anomala	Cleomaceae			Cleome		48
SRR28153892	Andinocleome anomala	Cleomaceae			Cleome		
SRR28153906	Andinocleome anomala	Cleomaceae			Cleome		36
SRR28153908	Andinocleome anomala	Cleomaceae			Cleome		
SRR28153792	Andinocleome anomala	Cleomaceae			Cleome		
SRR28153798	Andinocleome anomala	Cleomaceae			Cleome		
SRR28153628	Andinocleome chilensis	Cleomaceae			Cleome		307
SRR28153631	Andinocleome chilensis	Cleomaceae			Cleome		236
SRR28153627	Andinocleome chilensis	Cleomaceae			Cleome		215
SRR28153630	Andinocleome chilensis	Cleomaceae			Cleome		160
SRR28153632	Andinocleome chilensis	Cleomaceae			Cleome		151
SRR28153781	Andinocleome chilensis	Cleomaceae			Cleome		111
SRR28153830	Andinocleome glandulosa	Cleomaceae			Cleome		418
SRR28153824	Andinocleome glandulosa	Cleomaceae			Cleome		257
SRR28153826	Andinocleome glandulosa	Cleomaceae			Cleome		218
SRR28153827	Andinocleome glandulosa	Cleomaceae			Cleome		201
SRR28153829	Andinocleome glandulosa	Cleomaceae			Cleome		80
SRR28153825	Andinocleome glandulosa	Cleomaceae			Cleome		
SRR28153801	Andinocleome glandulosa	Cleomaceae			Cleome		
SRR28153828	Andinocleome glandulosa	Cleomaceae			Cleome		
SRR28153641	Andinocleome lechleri	Cleomaceae			Andinocleome		206
SRR28153644	Andinocleome lechleri	Cleomaceae			Andinocleome		231
SRR28153642	Andinocleome lechleri	Cleomaceae			Andinocleome		127
SRR28153640	Andinocleome lechleri	Cleomaceae			Andinocleome		124
SRR28153726	Andinocleome lechleri	Cleomaceae			Andinocleome		69
ERR7621926	Andinocleome lechleri	Cleomaceae			Andinocleome		1014
SRR28153783	Andinocleome lechleri	Cleomaceae			Andinocleome		
SRR28153624	Andinocleome limoneolens	Cleomaceae			Cleome		197
SRR28153905	Andinocleome limoneolens	Cleomaceae			Cleome		156
SRR28153625	Andinocleome limoneolens	Cleomaceae			Cleome		153
SRR28153925	Andinocleome limoneolens	Cleomaceae			Cleome		198
SRR28153623	Andinocleome limoneolens	Cleomaceae			Cleome		103
SRR28153876	Andinocleome limoneolens	Cleomaceae			Cleome		
SRR28153618	Andinocleome longifolia	Cleomaceae			Cleome		232
SRR28153622	Andinocleome longifolia	Cleomaceae			Cleome		216
SRR28153832	Andinocleome longifolia	Cleomaceae			Cleome		194
SRR28153621	Andinocleome longifolia	Cleomaceae			Cleome		175
SRR28153833	Andinocleome longifolia	Cleomaceae			Cleome		
SRR28153620	Andinocleome longifolia	Cleomaceae			Cleome		
SRR28153804	Andinocleome longifolia	Cleomaceae			Cleome		43
SRR28153895	Andinocleome magnifica	Cleomaceae			Andinocleome		279
SRR28153896	Andinocleome magnifica	Cleomaceae			Andinocleome		268
SRR28153894	Andinocleome magnifica	Cleomaceae			Andinocleome		249
