ACCEPTED	FAMILY	SPECIES_NAME_PRINT	BIONOMIAL	SUBSP_VAR	SUBFAMILY	SUPERTRIBE	TRIBE_FULL	GENUS	GROWTH_FORM	WCVP_WGSRPD_LEVEL_1_native	WCVP_WGSRPD_LEVEL_2_native	WCVP_WGSRPD_LEVEL_3_native	Island_endemic	gbif_matchType	gbif_usageKey	checked_KasperH_if_not_ACCEPTED
Y	Brassicaceae	Draba sekiyana	Draba sekiyana		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	3	38	TAI	N	EXACT	3049829	
Y	Brassicaceae	Draba senilis	Draba senilis		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	3	36	CHC, CHQ, CHT		EXACT	3049796	
Y	Brassicaceae	Draba sericea	Draba sericea		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	8	83	CLM		EXACT	3049769	
Y	Brassicaceae	Draba serpentina	Draba serpentina		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	7	76	NEV		EXACT	3049653	
Y	Brassicaceae	Draba setosa	Draba setosa		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	3, 4	36, 40	CHT, WHM		EXACT	3049729	
Y	Brassicaceae	Draba sharsmithii	Draba sharsmithii		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	7	76	CAL		EXACT	3049649	
Y	Brassicaceae	Draba shehbazii	Draba shehbazii		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	7	70	NWT		EXACT	12185651	
Y	Brassicaceae	Draba sherriffii	Draba sherriffii		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	4	40	EHM		EXACT	3049609	
Y	Brassicaceae	Draba shiroumana	Draba shiroumana		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	3	38	JAP	N	EXACT	3049581	
Y	Brassicaceae	Draba sibirica	Draba sibirica		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	1, 3, 7	14, 30, 31, 32, 33, 36, 37, 70	ALT, BRY, CHN, CHX, GNL, IRK, KAZ, KGZ, KHA, KRA, MAG, MON, NCS, RUC, RUE, RUN, TCS, TVA, UKR, WSB, YAK		EXACT	3049513	
Y	Brassicaceae	Draba sierrae	Draba sierrae		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	7	76	CAL		EXACT	3049478	
Y	Brassicaceae	Draba sikkimensis	Draba sikkimensis		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	3, 4	36, 40	CHT, EHM, NEP		EXACT	3049419	
Y	Brassicaceae	Draba siliquosa	Draba siliquosa		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	1, 3	11, 12, 13, 14, 33, 34	AUT, BUL, CZE, FRA, GER, IRN, ITA, NCS, POL, ROM, SPA, SWI, TCS, TUR, UKR		EXACT	3049820	
Y	Brassicaceae	Draba simmonsii	Draba simmonsii		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	7	70	NUN, NWT		EXACT	3049727	
Y	Brassicaceae	Draba simonkaiana	Draba simonkaiana		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	1	13	ROM		EXACT	3050278	
Y	Brassicaceae	Draba smithii	Draba smithii		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	7	73, 77	COL, NWM		EXACT	3050255	
Y	Brassicaceae	Draba sobolifera	Draba sobolifera		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	7	76	UTA		EXACT	3050214	
Y	Brassicaceae	Draba soratensis	Draba soratensis		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	8	83	BOL, PER		EXACT	3050140	
Y	Brassicaceae	Draba spectabilis	Draba spectabilis		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	7	73, 77	COL, NWM, WYO		EXACT	3050103	
Y	Brassicaceae	Draba sphaerocarpa	Draba sphaerocarpa		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	7	73	IDA		EXACT	3050010	
Y	Brassicaceae	Draba sphaeroides	Draba sphaeroides		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	7	76	NEV		EXACT	3049931	
Y	Brassicaceae	Draba splendens	Draba splendens		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	8	83	ECU		EXACT	3049903	
Y	Brassicaceae	Draba spruceana	Draba spruceana		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	8	83	ECU		EXACT	3049878	
Y	Brassicaceae	Draba staintonii	Draba staintonii		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	4	40	NEP		EXACT	3049849	
Y	Brassicaceae	Draba standleyi	Draba standleyi		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	7	76, 77, 79	ARI, MXE, MXN, NWM, TEX		EXACT	3049825	
Y	Brassicaceae	Draba stellata	Draba stellata		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	1	11	AUT		EXACT	3049790	
Y	Brassicaceae	Draba stenobotrys	Draba stenobotrys		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	4	40	EHM, NEP		EXACT	3049721	
Y	Brassicaceae	Draba stenocarpa	Draba stenocarpa		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	3, 4	30, 32, 34, 36, 37, 40	AFG, ALT, CHC, CHN, CHQ, CHT, CHX, KAZ, KGZ, MON, NEP, PAK, TKM, TZK, UZB, WHM		EXACT	3049672	
Y	Brassicaceae	Draba stenoloba	Draba stenoloba		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	7	70, 71, 73	ABT, ALU, ASK, BRC, ORE, WAS, YUK		EXACT	3049635	
Y	Brassicaceae	Draba stenopetala	Draba stenopetala		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	3, 7	31, 70, 71	ASK, BRC, KAM, MAG, YUK		EXACT	3049552	
Y	Brassicaceae	Draba steyermarkii	Draba steyermarkii		Brassicoideae	Arabodae (IV)	Arabideae	Draba	W	8	83	ECU		EXACT	3049500	
Y	Brassicaceae	Draba strasseri	Draba strasseri		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	1	13	GRC		EXACT	3049465	
Y	Brassicaceae	Draba streptobrachia	Draba streptobrachia		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	7	73	COL		EXACT	3049436	
Y	Brassicaceae	Draba streptocarpa	Draba streptocarpa		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	7	73, 77	COL, NWM, WYO		EXACT	3049407	
Y	Brassicaceae	Draba strigosula	Draba strigosula		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	1	11	GER, NET		EXACT	10750981	
Y	Brassicaceae	Draba stylaris	Draba stylaris		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	3	33, 34	IRN, NCS, TCS		EXACT	7854273	
Y	Brassicaceae	Draba stylosa	Draba stylosa		Brassicoideae	Arabodae (IV)	Arabideae	Draba	W	8	83	ECU		EXACT	3050305	
Y	Brassicaceae	Draba subalpina	Draba subalpina		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	7	76	UTA		EXACT	3050265	
Y	Brassicaceae	Draba subamplexicaulis	Draba subamplexicaulis		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	3	30, 32, 36, 37	ALT, BRY, CHC, CHN, CHQ, CHX, IRK, KAZ, KGZ, KRA, MON, TVA, UZB		EXACT	3050201	
Y	Brassicaceae	Draba subcapitata	Draba subcapitata		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	1, 3, 7	10, 14, 30, 31, 70, 72	ASK, GNL, KRA, MAG, NUN, NWT, QUE, RUN, SVA, SWE, WSB, YAK		EXACT	3050177	
Y	Brassicaceae	Draba subnivalis	Draba subnivalis		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	1	12	FRA, SPA		EXACT	3050093	
Y	Brassicaceae	Draba subsecunda	Draba subsecunda		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	3	33	NCS, TCS		EXACT	3050005	
Y	Brassicaceae	Draba subumbellata	Draba subumbellata		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	7	76	CAL, NEV		EXACT	3049962	
Y	Brassicaceae	Draba sunhangiana	Draba sunhangiana		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	3	36	CHT		EXACT	3049634	
Y	Brassicaceae	Draba supranivalis	Draba supranivalis		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	3	33	NCS, TCS		EXACT	3049929	
Y	Brassicaceae	Draba supravillosa	Draba supravillosa		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	3	30, 31	MAG, YAK		EXACT	3049898	
Y	Brassicaceae	Draba surculosa	Draba surculosa		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	3	36	CHC, CHT		EXACT	3049868	
Y	Brassicaceae	Draba taimyrensis	Draba taimyrensis		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	3	30	KRA		EXACT	3049842	
Y	Brassicaceae	Draba talassica	Draba talassica		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	3	32	KAZ, KGZ		EXACT	3049777	
Y	Brassicaceae	Draba taylorii	Draba taylorii		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	7	71	BRC		FUZZY	7765501	Y
Y	Brassicaceae	Draba tenerrima	Draba tenerrima		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	4	40	WHM		EXACT	3049701	
Y	Brassicaceae	Draba thlaspiformis	Draba thlaspiformis		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	8	85	CLC		EXACT	3049665	
Y	Brassicaceae	Draba thompsonii	Draba thompsonii		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	7	70, 71, 73	BRC, WAS, YUK		EXACT	7885579	
Y	Brassicaceae	Draba thylacocarpa	Draba thylacocarpa		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	3	34	TUR		EXACT	3049593	
Y	Brassicaceae	Draba tibetica	Draba tibetica		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	3, 4	32, 34, 36, 40	AFG, CHT, CHX, EHM, KAZ, KGZ, NEP, PAK, TZK, UZB, WHM		EXACT	3049542	
Y	Brassicaceae	Draba tichomirovii	Draba tichomirovii		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	3	31	MAG		EXACT	3049496	
Y	Brassicaceae	Draba tolmatchevii	Draba tolmatchevii		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	3	31	MAG		EXACT	10693704	
Y	Brassicaceae	Draba tomentosa	Draba tomentosa		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	1	11, 12, 13	AUT, BUL, CZE, FRA, GER, ITA, POL, SWI, YUG		EXACT	3049449	
Y	Brassicaceae	Draba tomentosa subsp. ciliigera	Draba tomentosa	subsp. ciliigera	Brassicoideae	Arabodae (IV)	Arabideae	Draba	H			NA		EXACT	3049975	
Y	Brassicaceae	Draba tomentosa subsp. tomentosa	Draba tomentosa	subsp. tomentosa	Brassicoideae	Arabodae (IV)	Arabideae	Draba	H							
Y	Brassicaceae	Draba trichocarpa	Draba trichocarpa		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	7	73	IDA		EXACT	3049431	
Y	Brassicaceae	Draba trinervis	Draba trinervis		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	3, 4	34, 40	AFG, PAK, WHM		EXACT	3049404	
Y	Brassicaceae	Draba tschuktschorum	Draba tschuktschorum		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	3, 7	31, 70	ALU, ASK, KAM		EXACT	3691397	
Y	Brassicaceae	Draba tucumanensis	Draba tucumanensis		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	8	85	AGW		EXACT	3050224	
Y	Brassicaceae	Draba tundrostepposa	Draba tundrostepposa		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	3	31	MAG		EXACT	10811912	
Y	Brassicaceae	Draba turczaninovii	Draba turczaninovii		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	3	30, 31, 32, 36, 37	ALT, BRY, CHX, CTA, IRK, KAZ, KHA, KRA, MON, TVA		EXACT	7292632	
Y	Brassicaceae	Draba ucuncha	Draba ucuncha		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	8	83	PER		EXACT	10827767	
Y	Brassicaceae	Draba ussuriensis	Draba ussuriensis		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	3	31, 36, 38	CHM, KHA, KOR, MAG, PRM, SAK		EXACT	3050170	
Y	Brassicaceae	Draba venezuelana	Draba venezuelana		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	8	82	VEN		EXACT	3050147	
Y	Brassicaceae	Draba ventosa	Draba ventosa		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	7	70, 71, 73, 76	ABT, BRC, COL, UTA, WYO, YUK		EXACT	3050120	
Y	Brassicaceae	Draba verna	Draba verna		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	1, 2, 3, 4	10, 11, 12, 13, 14, 20, 24, 32, 33, 34, 35, 40	AFG, ALB, ALG, AUT, BAL, BGM, BLR, BLT, BUL, COR, CZE, DEN, EAI, ETH, FIN, FRA, GER, GRB, GRC, HUN, ICE, IRE, IRN, IRQ, ITA, KAZ, KGZ, KRI, KRY, LBS, MOR, NCS, NET, NOR, OMA, PAK, PAL, POL, POR, ROM, RUC, RUE, RUN, RUS, RUW, SAR, SIC, SPA, SWE, SWI, TCS, TKM, TUE, TUN, TUR, TZK, UKR, UZB, WHM, YUG		EXACT	7473187	
Y	Brassicaceae	Draba vesicaria	Draba vesicaria		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	3	34	LBS		EXACT	3049999	
Y	Brassicaceae	Draba violacea	Draba violacea		Brassicoideae	Arabodae (IV)	Arabideae	Draba	W	8	83	ECU		EXACT	3049949	
Y	Brassicaceae	Draba viridis	Draba viridis		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	7	76, 77, 79	ARI, MXE, MXN, NWM		EXACT	3049879	
Y	Brassicaceae	Draba vvedenskyi	Draba vvedenskyi		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	3	32	UZB		EXACT	3049920	
Y	Brassicaceae	Draba weberi	Draba weberi		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	7	73	COL		EXACT	3049887	
Y	Brassicaceae	Draba werffii	Draba werffii		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	8	83	PER		EXACT	3049928	
Y	Brassicaceae	Draba winterbottomii	Draba winterbottomii		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	3, 4	36, 40	CHQ, CHT, NEP, WHM		EXACT	3049811	
Y	Brassicaceae	Draba wurdackii	Draba wurdackii		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	8	83	PER		EXACT	3049775	
Y	Brassicaceae	Draba xylopoda	Draba xylopoda		Brassicoideae	Arabodae (IV)	Arabideae	Draba	W	8	83	PER		EXACT	10759288	
Y	Brassicaceae	Draba yueii	Draba yueii		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	3	36	CHC		EXACT	3050318	
Y	Brassicaceae	Draba yukonensis	Draba yukonensis		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	7	70	YUK		EXACT	3049736	
Y	Brassicaceae	Draba yungayensis	Draba yungayensis		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	8	83	PER		EXACT	10864618	
Y	Brassicaceae	Draba yunnanenesis	Draba yunnanenesis		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	3	36	CHC, CHT		FUZZY	3691068	Y
Y	Brassicaceae	Draba yunussovii	Draba yunussovii		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	3	32	TZK		EXACT	3049655	
Y	Brassicaceae	Draba zangbeiensis	Draba zangbeiensis		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	3	36	CHQ, CHT, CHX		EXACT	3049611	
Y	Brassicaceae	Draba zionensis	Draba zionensis		Brassicoideae	Arabodae (IV)	Arabideae	Draba	H	7	76	UTA		EXACT	3050173	
Y	Brassicaceae	Drabella muralis	Drabella muralis		Brassicoideae	Arabodae (IV)	Arabideae	Drabella	H	1, 2, 3	10, 11, 12, 13, 14, 20, 21, 33, 34	ALB, ALG, AUT, BGM, BLT, BUL, COR, CZE, DEN, FIN, FRA, GER, GRB, GRC, HUN, ITA, KRI, KRY, MDR, MOR, NCS, NET, POR, ROM, SAR, SIC, SPA, SWE, SWI, TCS, TUR, YUG		EXACT	5375971	
Y	Brassicaceae	Helicodraba hederifolia	Helicodraba hederifolia		Brassicoideae	Arabodae (IV)	Arabideae	Helicodraba	H	2	20	MOR		EXACT	3051011	
Y	Brassicaceae	Helicodraba hederifolia subsp. cossoniana	Helicodraba hederifolia	subsp. cossoniana	Brassicoideae	Arabodae (IV)	Arabideae	Helicodraba	H			NA		EXACT	3051015	
Y	Brassicaceae	Helicodraba hederifolia subsp. hederifolia	Helicodraba hederifolia	subsp. hederifolia	Brassicoideae	Arabodae (IV)	Arabideae	Helicodraba	H			NA		EXACT	3051010	
Y	Brassicaceae	Pachyneurum grandiflorum	Pachyneurum grandiflorum		Brassicoideae	Arabodae (IV)	Arabideae	Pachyneurum	H	3	30, 36, 37	ALT, BRY, CHX, CTA, MON, TVA		EXACT	5373338	
Y	Brassicaceae	Parryodes axilliflora	Parryodes axilliflora		Brassicoideae	Arabodae (IV)	Arabideae	Parryodes	H	3, 4	36, 40	CHT, EHM		EXACT	3046615	
Y	Brassicaceae	Parryodes calcarea	Parryodes calcarea		Brassicoideae	Arabodae (IV)	Arabideae	Parryodes	H	3	31	PRM		EXACT	10876625	
Y	Brassicaceae	Pseudodraba hystrix	Pseudodraba hystrix		Brassicoideae	Arabodae (IV)	Arabideae	Pseudodraba	H	3, 4	34, 40	AFG, PAK		EXACT	8314831	
Y	Brassicaceae	Pseudoturritis turrita	Pseudoturritis turrita		Brassicoideae	Arabodae (IV)	Arabideae	Pseudoturritis	H	1, 2, 3	11, 12, 13, 14, 20, 33, 34	ALB, ALG, AUT, BUL, COR, CZE, FRA, GER, GRC, HUN, ITA, KRY, LBS, NCS, PAL, ROM, SIC, SPA, SWI, TUE, UKR, YUG		EXACT	3042086	
Y	Brassicaceae	Scapiarabis ariana	Scapiarabis ariana		Brassicoideae	Arabodae (IV)	Arabideae	Scapiarabis	H	3	32, 34	AFG, TZK		EXACT	10794075	
Y	Brassicaceae	Scapiarabis karategina	Scapiarabis karategina		Brassicoideae	Arabodae (IV)	Arabideae	Scapiarabis	H	3	32	TZK, UZB		EXACT	11045237	
Y	Brassicaceae	Scapiarabis popovii	Scapiarabis popovii		Brassicoideae	Arabodae (IV)	Arabideae	Scapiarabis	H	3	32	KAZ, UZB		EXACT	10721539	
Y	Brassicaceae	Scapiarabis saxicola	Scapiarabis saxicola		Brassicoideae	Arabodae (IV)	Arabideae	Scapiarabis	H	3, 4	32, 36, 40	CHX, KAZ, KGZ, PAK, TZK, UZB, WHM		EXACT	10946384	
Y	Brassicaceae	Sinoarabis setosifolia	Sinoarabis setosifolia		Brassicoideae	Arabodae (IV)	Arabideae	Sinoarabis	H	3	36	CHT		EXACT	10936311	
Y	Brassicaceae	Tomostima araboides	Tomostima araboides		Brassicoideae	Arabodae (IV)	Arabideae	Tomostima	H	8	83	PER		EXACT	11075441	
Y	Brassicaceae	Tomostima australis	Tomostima australis		Brassicoideae	Arabodae (IV)	Arabideae	Tomostima	H	8	85	AGE, AGS, AGW, CLC, CLS, URU		EXACT	10758231	
Y	Brassicaceae	Tomostima cuneifolia	Tomostima cuneifolia		Brassicoideae	Arabodae (IV)	Arabideae	Tomostima	H	7	73, 74, 75, 76, 77, 78, 79	ALA, ARI, ARK, CAL, COL, FLA, ILL, KAN, KTY, LOU, MSI, MSO, MXE, MXN, NCA, NEB, NEV, NWM, OHI, OKL, PEN, SDA, TEN, TEX, UTA		EXACT	10732597	
Y	Brassicaceae	Tomostima platycarpa	Tomostima platycarpa		Brassicoideae	Arabodae (IV)	Arabideae	Tomostima	H	7	73, 74, 76, 77, 78, 79	ARI, ARK, IDA, LOU, MXE, OKL, ORE, TEX, WAS		EXACT	10684139	
Y	Brassicaceae	Tomostima reptans	Tomostima reptans		Brassicoideae	Arabodae (IV)	Arabideae	Tomostima	H	7	71, 72, 73, 74, 75, 76, 77, 78	ABT, ALA, ARI, ARK, BRC, CAL, CNT, COL, GEO, IDA, ILL, INI, IOW, KAN, LOU, MAN, MAS, MIC, MIN, MNT, MSO, NCA, NDA, NEB, NEV, NWJ, NWM, NWY, OHI, OKL, ONT, ORE, PEN, RHO, SAS, SCA, SDA, TEN, TEX, UTA, WAS, WIS, WYO		EXACT	7839918	
Y	Brassicaceae	Tomostima sonorae	Tomostima sonorae		Brassicoideae	Arabodae (IV)	Arabideae	Tomostima	H	7	76, 79	ARI, CAL, MXN		EXACT	11041285	
?	Brassicaceae	Arabidopsis amurensis	Arabidopsis amurensis		Brassicoideae	Camelinodae (I)	Arabidopsideae	Arabidopsis	H							
Y	Brassicaceae	Arabidopsis arenicola	Arabidopsis arenicola		Brassicoideae	Camelinodae (I)	Arabidopsideae	Arabidopsis	H	7	70, 71, 72	GNL, LAB, MAN, NUN, ONT, QUE, SAS		EXACT	3052501	
Y	Brassicaceae	Arabidopsis arenosa	Arabidopsis arenosa		Brassicoideae	Camelinodae (I)	Arabidopsideae	Arabidopsis	H	1, 7	10, 11, 12, 13, 14, 70	AUT, BGM, BLR, BLT, BUL, CZE, DEN, FRA, GER, GNL, HUN, ITA, POL, ROM, RUC, SWI, UKR, YUG		EXACT	3052509	
Y	Brassicaceae	Arabidopsis arenosa subsp. arenosa	Arabidopsis arenosa	subsp. arenosa	Brassicoideae	Camelinodae (I)	Arabidopsideae	Arabidopsis	#N/A			NA		EXACT	7068732	
Y	Brassicaceae	Arabidopsis arenosa subsp. borbasii	Arabidopsis arenosa	subsp. borbasii	Brassicoideae	Camelinodae (I)	Arabidopsideae	Arabidopsis	#N/A			NA		EXACT	3052519	
Y	Brassicaceae	Arabidopsis cebennensis	Arabidopsis cebennensis		Brassicoideae	Camelinodae (I)	Arabidopsideae	Arabidopsis	H	1	12	FRA		EXACT	3052535	
Y	Brassicaceae	Arabidopsis croatica	Arabidopsis croatica		Brassicoideae	Camelinodae (I)	Arabidopsideae	Arabidopsis	H	1	13	YUG		EXACT	3052541	
Y	Brassicaceae	Arabidopsis halleri	Arabidopsis halleri		Brassicoideae	Camelinodae (I)	Arabidopsideae	Arabidopsis	H	1, 3	11, 13, 14, 30, 31, 36, 38	ALB, AUT, CHM, CZE, GER, ITA, JAP, KAM, KHA, KOR, MAG, POL, PRM, ROM, RUW, SAK, SWI, TAI, UKR, YAK, YUG		EXACT	3052450	
Y	Brassicaceae	Arabidopsis halleri subsp. dacica	Arabidopsis halleri	subsp. dacica	Brassicoideae	Camelinodae (I)	Arabidopsideae	Arabidopsis	H			NA		EXACT	3689665	
Y	Brassicaceae	Arabidopsis halleri subsp. gemmifera	Arabidopsis halleri	subsp. gemmifera	Brassicoideae	Camelinodae (I)	Arabidopsideae	Arabidopsis	H			NA		EXACT	3052459	
Y	Brassicaceae	Arabidopsis halleri subsp. halleri	Arabidopsis halleri	subsp. halleri	Brassicoideae	Camelinodae (I)	Arabidopsideae	Arabidopsis	H			NA		EXACT	7225571	
Y	Brassicaceae	Arabidopsis halleri subsp. occidentalis	Arabidopsis halleri	subsp. occidentalis	Brassicoideae	Camelinodae (I)	Arabidopsideae	Arabidopsis	H			NA		HIGHERRANK	3052450	
Y	Brassicaceae	Arabidopsis halleri subsp. ovirensis	Arabidopsis halleri	subsp. ovirensis	Brassicoideae	Camelinodae (I)	Arabidopsideae	Arabidopsis	H			NA		EXACT	3052455	
Y	Brassicaceae	Arabidopsis halleri subsp. tatrica	Arabidopsis halleri	subsp. tatrica	Brassicoideae	Camelinodae (I)	Arabidopsideae	Arabidopsis	H			NA		EXACT	3689646	
Y	Brassicaceae	Arabidopsis kamchatica	Arabidopsis kamchatica		Brassicoideae	Camelinodae (I)	Arabidopsideae	Arabidopsis	H	3, 7	30, 31, 36, 38, 70, 71, 73	ABT, ALU, ASK, BRC, CHM, JAP, KAM, KHA, KOR, KUR, MAG, NWT, SAK, SAS, TAI, WAS, YAK, YUK		EXACT	3052474	
Y	Brassicaceae	Arabidopsis kamchatica susbp. Kamchatica	Arabidopsis kamchatica	susbp. kamchatica	Brassicoideae	Camelinodae (I)	Arabidopsideae	Arabidopsis	H							
Y	Brassicaceae	Arabidopsis kamchatica susbp. kawasakiana	Arabidopsis kamchatica	susbp. kawasakiana	Brassicoideae	Camelinodae (I)	Arabidopsideae	Arabidopsis	H			NA		EXACT	3689631	
Y	Brassicaceae	Arabidopsis lyrata	Arabidopsis lyrata		Brassicoideae	Camelinodae (I)	Arabidopsideae	Arabidopsis	H	1, 3, 7	10, 11, 13, 14, 30, 31, 36, 38, 70, 71, 72, 73, 74, 75, 78	ABT, ALA, ALU, AMU, ASK, AUT, BRC, BRY, CHM, CNT, CTA, CZE, DEL, FIN, FOR, GEO, GER, GRB, HUN, ICE, ILL, INI, IOW, IRE, IRK, ITA, JAP, KAM, KHA, KOR, KRA, KTY, KUR, MAG, MAN, MAS, MIC, MIN, MRY, MSI, MSO, NCA, NOR, NWJ, NWT, NWY, OHI, ONT, PEN, PRM, RUE, RUN, SAK, SAS, SWE, TAI, TEN, UKR, VER, VRG, WAS, WDC, WIS, WSB, WVA, YAK, YUK		EXACT	3052468	
?	Brassicaceae	Arabidopsis media	Arabidopsis media		Brassicoideae	Camelinodae (I)	Arabidopsideae	Arabidopsis	H							
?	Brassicaceae	Arabidopsis multijuga	Arabidopsis multijuga		Brassicoideae	Camelinodae (I)	Arabidopsideae	Arabidopsis	H							
Y	Brassicaceae	Arabidopsis neglecta	Arabidopsis neglecta		Brassicoideae	Camelinodae (I)	Arabidopsideae	Arabidopsis	H	1	11, 13, 14	CZE, POL, ROM, UKR		EXACT	3052529	
Y	Brassicaceae	Arabidopsis pedemontana	Arabidopsis pedemontana		Brassicoideae	Camelinodae (I)	Arabidopsideae	Arabidopsis	H	1	13	ITA		EXACT	3052538	
Y	Brassicaceae	Arabidopsis petraea	Arabidopsis petraea		Brassicoideae	Camelinodae (I)	Arabidopsideae	Arabidopsis	H	1, 3, 7	10, 11, 13, 14, 30, 31, 70	AMU, ASK, AUT, BRY, CTA, CZE, FIN, FOR, GER, GRB, HUN, ICE, IRE, IRK, ITA, KAM, KHA, KRA, KUR, MAG, NOR, PRM, RUE, RUN, SAK, SWE, UKR, WSB, YAK, YUK		EXACT	8068424	
Y	Brassicaceae	Arabidopsis petraea subsp. petraea	Arabidopsis petraea	subsp. petraea	Brassicoideae	Camelinodae (I)	Arabidopsideae	Arabidopsis	H							
Y	Brassicaceae	Arabidopsis petraea subsp. septentrionalis	Arabidopsis petraea	subsp. septentrionalis	Brassicoideae	Camelinodae (I)	Arabidopsideae	Arabidopsis	H			NA		EXACT	7503541	
Y	Brassicaceae	Arabidopsis petraea subsp. umbrosa	Arabidopsis petraea	subsp. umbrosa	Brassicoideae	Camelinodae (I)	Arabidopsideae	Arabidopsis	#N/A			NA		EXACT	8084334	
Y	Brassicaceae	Arabidopsis petrogena	Arabidopsis petrogena		Brassicoideae	Camelinodae (I)	Arabidopsideae	Arabidopsis	H	1	11, 13	CZE, HUN, ROM		EXACT	7545687	
?	Brassicaceae	Arabidopsis septentrionalis	Arabidopsis septentrionalis		Brassicoideae	Camelinodae (I)	Arabidopsideae	Arabidopsis	H							
Y	Brassicaceae	Arabidopsis suecica	Arabidopsis suecica		Brassicoideae	Camelinodae (I)	Arabidopsideae	Arabidopsis	H	1	10, 14	FIN, RUE, RUW, SWE		EXACT	3052544	
